date,ipca_index,ipca_pct
2016-10-28,1.4864082033360997,0.26
2016-10-31,1.4866011981622311,0.26
2016-11-01,1.486734878009767,0.18
2016-11-03,1.4868685698782145,0.18
2016-11-04,1.4870022737686543,0.18
2016-11-07,1.4871359896821679,0.18
2016-11-08,1.4872697176198364,0.18
2016-11-09,1.4874034575827408,0.18
2016-11-10,1.4875372095719628,0.18
2016-11-11,1.4876709735885836,0.18
2016-11-14,1.4878047496336846,0.18
2016-11-16,1.4879385377083478,0.18
2016-11-17,1.4880723378136549,0.18
2016-11-18,1.4882061499506876,0.18
2016-11-21,1.4883399741205274,0.18
2016-11-22,1.488473810324257,0.18
2016-11-23,1.4886076585629584,0.18
2016-11-24,1.4887415188377136,0.18
2016-11-25,1.4888753911496049,0.18
2016-11-28,1.4890092754997148,0.18
2016-11-29,1.489143171889126,0.18
2016-11-30,1.4892770803189208,0.18
2016-12-01,1.4894798733459558,0.3
2016-12-02,1.4896826939870678,0.3
2016-12-05,1.489885542246017,0.3
2016-12-06,1.490088418126564,0.3
2016-12-07,1.4902913216324698,0.3
2016-12-08,1.4904942527674965,0.3
2016-12-09,1.490697211535406,0.3
2016-12-12,1.4909001979399608,0.3
2016-12-13,1.4911032119849248,0.3
2016-12-14,1.4913062536740613,0.3
2016-12-15,1.491509323011135,0.3
2016-12-16,1.49171241999991,0.3
2016-12-19,1.491915544644152,0.3
2016-12-20,1.4921186969476272,0.3
2016-12-21,1.4923218769141011,0.3
2016-12-22,1.492525084547341,0.3
2016-12-23,1.4927283198511145,0.3
2016-12-26,1.492931582829189,0.3
2016-12-27,1.493134873485333,0.3
2016-12-28,1.4933381918233155,0.3
2016-12-29,1.493541537846906,0.3
2016-12-30,1.493744911559874,0.3
2017-01-02,1.494002455262658,0.38
2017-01-03,1.494260043369783,0.38
2017-01-04,1.4945176758889056,0.38
2017-01-05,1.4947753528276826,0.38
2017-01-06,1.495033074193773,0.38
2017-01-09,1.4952908399948361,0.38
2017-01-10,1.4955486502385336,0.38
2017-01-11,1.495806504932528,0.38
